planet_name;number_of_stars;orbital_period;orbit_semi_major_axis;planet_radius;Inclination;eccentricity;insolation_flux;Radial_Velocity_Amplitude;planet_temperature;star_temperature;star_radius;star_mass
Kepler-1690 b;1;234.63565200;0.709700;2.560;89.990;0.000000;1.20;;267;5422.00;0.89;0.87
Kepler-1690 b;1;234.63537900;0.714300;2.510;89.950;0.000000;1.31;;273;5735.00;0.83;0.88
Kepler-1690 b;1;234.63537900;0.714300;2.510;89.950;0.000000;1.31;;273;5735.00;0.83;0.88
Kepler-1690 b;1;234.63600000;;2.811;;;;;;5404.00;0.86;0.94
Kepler-1691 b;1;3.84822130;0.051400;1.740;87.660;0.000000;726.29;;1324;6362.00;1.14;1.22
Kepler-1691 b;1;3.84822189;;;;;;;;6000.00;1.13;1.11
Kepler-1691 b;1;3.84822189;0.049500;1.720;88.470;0.000000;641.53;;1283;5927.00;1.19;1.09
Kepler-1691 b;1;3.84820800;0.050000;1.640;88.240;0.000000;;;1297;6325.00;1.08;1.14
Kepler-1691 b;1;3.84822130;0.051400;1.740;87.660;0.000000;726.29;;1324;6362.00;1.14;1.22
Kepler-1691 b;1;3.84822130;0.051400;1.740;87.660;0.000000;726.29;;1324;6362.00;1.14;1.22
Kepler-1691 b;1;3.84820000;;1.835;;;;;;6000.00;1.13;1.11
Kepler-1692 b;1;5.95958637;0.064600;1.020;89.030;0.000000;153.48;;897;5452.00;0.90;1.01
Kepler-1692 b;1;5.95958500;0.060000;970;89.380;0.000000;;;841;5299.00;0.78;0.82
Kepler-1692 b;1;5.95960845;0.064600;1.000;89.950;0.000000;153.48;;898;5452.00;0.90;1.01
Kepler-1692 b;1;5.95966000;;1.112;;;;;;5146.00;0.87;0.87
Kepler-1692 b;1;5.95960845;0.064600;1.000;89.950;0.000000;153.48;;898;5452.00;0.90;1.01
Kepler-1692 b;1;5.95958637;;;;;;;;5146.00;0.87;0.87
Kepler-1692 b;1;5.95960845;0.064600;1.000;89.950;0.000000;153.48;;898;5452.00;0.90;1.01
Kepler-1693 b;1;12.09990650;;;;;;;;5432.34;0.88;0.95
Kepler-1693 b;1;12.09997831;0.101500;1.120;89.950;0.000000;66.86;;729;5693.00;0.86;0.95
Kepler-1693 b;1;12.09990650;0.101100;1.390;89.690;0.000000;100.37;;807;5553.00;1.10;0.94
Kepler-1693 b;1;12.10001000;0.101000;1.100;89.380;0.000000;;;723;5677.00;0.84;0.94
Kepler-1693 b;1;12.09990000;;1.289;;;;;;5432.34;0.88;0.95
Kepler-1693 b;1;12.09997831;0.101500;1.120;89.950;0.000000;66.86;;729;5693.00;0.86;0.95
Kepler-1693 b;1;12.09997831;0.101500;1.120;89.950;0.000000;66.86;;729;5693.00;0.86;0.95
Kepler-1693 c;1;5.36374214;0.059000;950;88.240;0.000000;197.89;;957;5693.00;0.86;0.95
Kepler-1693 c;1;5.36375016;;;;;;;;5432.34;0.88;0.95
Kepler-1693 c;1;5.36374214;0.059000;950;88.240;0.000000;197.89;;957;5693.00;0.86;0.95
Kepler-1693 c;1;5.36370993;;977;;;;;;5553.00;1.10;0.94
Kepler-1693 c;1;5.36371700;0.059000;890;89.950;0.000000;;;947;5677.00;0.84;0.94
Kepler-1693 c;1;5.36375016;0.058800;1.150;89.970;0.000000;296.73;;1059;5553.00;1.10;0.94
Kepler-1693 c;1;5.36374214;0.059000;950;88.240;0.000000;197.89;;957;5693.00;0.86;0.95
Kepler-1694 b;1;3.89523349;0.042600;860;89.380;0.000000;118.48;;841;4972.00;0.63;0.68
Kepler-1694 b;1;3.89523300;0.045000;960;89.380;0.000000;;;866;5038.00;0.68;0.78
Kepler-1694 b;1;3.89524296;;;;;;;;4954.00;0.76;0.82
Kepler-1694 b;1;3.89523349;0.042600;860;89.380;0.000000;118.48;;841;4972.00;0.63;0.68
Kepler-1694 b;1;3.89524296;0.044900;1.130;89.260;0.000000;197.66;;956;5018.00;0.84;0.80
Kepler-1694 b;1;3.89523349;0.042600;860;89.380;0.000000;118.48;;841;4972.00;0.63;0.68
Kepler-1694 b;1;3.89526000;;1.180;;;;;;4954.00;0.76;0.82
Kepler-1695 b;1;4.73291400;0.054000;1.080;88.810;0.000000;;;962;5604.00;0.82;0.92
Kepler-1695 b;1;4.73290000;;1.119;;;;;;5473.19;0.99;0.96
Kepler-1695 b;1;4.73292085;0.052600;1.030;88.810;0.000000;196.14;;954;5583.00;0.79;0.86
Kepler-1695 b;1;4.73292085;0.052600;1.030;88.810;0.000000;196.14;;954;5583.00;0.79;0.86
Kepler-1695 b;1;4.73292085;0.052600;1.030;88.810;0.000000;196.14;;954;5583.00;0.79;0.86
Kepler-1695 b;1;4.73292061;;;;;;;;5473.19;0.99;0.96
Kepler-1695 b;1;4.73292061;0.052900;970;89.670;0.000000;198.57;;957;5595.00;0.80;0.89
Kepler-1696 b;1;65.94132600;0.324500;2.350;89.950;0.000000;10.03;;454;5982.00;0.96;1.05
Kepler-1696 b;1;65.94078690;;;;;;;;5712.00;1.20;1.02
Kepler-1696 b;1;65.94078690;0.324400;2.330;89.700;0.000000;10.04;;454;5982.00;0.96;1.05
Kepler-1696 b;1;65.94132600;0.324500;2.350;89.950;0.000000;10.03;;454;5982.00;0.96;1.05
Kepler-1696 b;1;65.94090000;;2.810;;;;;;5712.00;1.20;1.02
Kepler-1696 b;1;65.94132600;0.324500;2.350;89.950;0.000000;10.03;;454;5982.00;0.96;1.05
Kepler-1696 b;1;65.94125490;;;;;;;;5712.00;1.20;1.02
Kepler-1697 b;1;33.49691150;0.200800;2.970;86.860;0.000000;37.30;;630;4928.00;1.69;0.96
Kepler-1697 b;1;33.49763130;0.200800;2.130;89.950;0.000000;37.30;;630;4928.00;1.69;0.96
Kepler-1697 b;1;33.49763130;0.200800;2.130;89.950;0.000000;37.30;;630;4928.00;1.69;0.96
Kepler-1697 b;1;33.49763130;0.200800;2.130;89.950;0.000000;37.30;;630;4928.00;1.69;0.96
Kepler-1697 b;1;33.49803036;;;;;;;;4681.53;0.77;0.75
Kepler-1697 b;1;33.49691150;;;;;;;;4681.53;0.77;0.75
Kepler-1697 b;1;33.49690000;;1.260;;;;;;4681.53;0.77;0.75
Kepler-1698 b;1;1.21069363;;;;;;;;4975.03;0.74;0.82
Kepler-1698 b;1;1.21069328;0.019900;180.720;19.480;0.000000;800.22;;1356;5019.00;0.75;0.72
Kepler-1698 b;1;1.21069328;0.019900;180.720;19.480;0.000000;800.22;;1356;5019.00;0.75;0.72
Kepler-1698 b;1;1.21069328;0.019900;180.720;19.480;0.000000;800.22;;1356;5019.00;0.75;0.72
Kepler-1698 b;1;1.21069328;0.020650;172.772;;;697.60;;;5050.00;0.71;0.80
Kepler-1698 b;1;1.21070000;;1.073;;;;;;4975.03;0.74;0.82
Kepler-1698 b;1;1.21069487;;;;;;;;4975.03;0.74;0.82
Kepler-1698 b;1;1.21069363;0.020300;990;83.560;0.000000;784.51;;1351;5014.00;0.76;0.76
Kepler-1699 b;1;3.49078834;0.041700;1.410;88.810;0.000000;249.21;;1013;5513.00;0.72;0.79
Kepler-1699 b;1;3.49078588;0.041800;1.320;89.640;0.000000;245.65;;1010;5496.00;0.72;0.81
Kepler-1699 b;1;3.49078588;;;;;;;;5575.53;;
Kepler-1699 b;1;3.49082000;;1.567;;;;;;5575.53;;
Kepler-1699 b;1;3.49079807;;;;;;;;5575.53;;
Kepler-1699 b;1;3.49078834;0.041700;1.410;88.810;0.000000;249.21;;1013;5513.00;0.72;0.79
Kepler-1699 b;1;3.49078834;0.041700;1.410;88.810;0.000000;249.21;;1013;5513.00;0.72;0.79
Kepler-17 b;1;1.48571092;;;;;;;;5781.00;1.01;1.04
Kepler-17 b;1;1.48571095;;14.650;;;;;;5680.00;1.01;1.03
Kepler-17 b;1;1.48571095;0.025700;14.800;89.950;0.000000;1404.81;;1561;5624.00;1.02;1.02
Kepler-17 b;1;1.48571095;0.026130;14.421;;;1386.10;;;5722.00;0.99;1.08
Kepler-17 b;1;1.48571099;;;;;;;;5781.00;1.01;1.04
Kepler-17 b;1;1.48571099;;;;;;;;5781.00;1.01;1.04
Kepler-17 b;1;;;14.339;;;1481.77;;;5722.00;1.01;
Kepler-17 b;1;1.48571091;0.026800;14.908;87.220;0.020000;;398.000;;5781.00;1.05;1.16
Kepler-17 b;1;1.48571095;0.025700;14.800;89.950;0.000000;1404.81;;1561;5624.00;1.02;1.02
Kepler-17 b;1;1.48571127;0.026000;14.820;89.950;0.000000;;;1621;5787.00;1.05;1.12
Kepler-17 b;1;1.48571080;0.025910;14.680;87.200;0.011000;;419.500;1570;5781.00;1.01;1.04
Kepler-17 b;1;1.48571080;0.026050;14.684;89.730;;;399.000;1712;5781.00;0.98;1.07
Kepler-17 b;1;1.48571480;;14.859;;;1530.90;;1595;5781.00;1.01;
Kepler-17 b;1;1.48571099;0.025700;14.480;88.930;0.000000;1404.81;;1562;5624.00;1.02;1.02
Kepler-17 b;1;1.48571095;0.025700;14.800;89.950;0.000000;1404.81;;1561;5624.00;1.02;1.02
Kepler-170 b;1;7.93056300;0.080000;3.440;84.800;0.000000;;;901;5679.00;1.03;1.09
Kepler-170 b;1;7.93058775;0.080000;2.940;87.660;0.000000;140.16;;878;5655.00;0.99;1.08
Kepler-170 b;1;7.93058352;;;;;;;;5483.00;1.04;0.96
Kepler-170 b;1;7.93058775;0.080000;2.940;87.660;0.000000;140.16;;878;5655.00;0.99;1.08
Kepler-170 b;1;7.93058352;0.080000;3.050;87.790;0.000000;154.36;;899;5674.00;1.03;1.09
Kepler-170 b;1;7.93059200;0.080000;3.200;;;;;;5679.00;1.03;
Kepler-170 b;1;7.93058775;;2.940;;;;;;5600.00;1.00;1.03
Kepler-170 b;1;7.93100000;;3.080;;;;;;;0.99;1.08
Kepler-170 b;1;7.93057525;;;;;;;;5483.00;1.04;0.96
Kepler-170 b;1;7.93058775;0.079530;2.935;;;133.80;;;5573.00;0.99;1.07
Kepler-170 b;1;7.93058775;0.080000;2.940;87.660;0.000000;140.16;;878;5655.00;0.99;1.08
Kepler-170 b;1;7.93057150;;;;;;;;5483.00;1.04;0.96
Kepler-170 b;1;;;2.965;;;136.52;;;5573.00;1.00;
Kepler-170 c;1;16.66589940;0.131300;2.850;89.130;0.000000;57.31;;702;5674.00;1.03;1.09
Kepler-170 c;1;16.66584000;0.131000;3.310;86.520;0.000000;;;704;5679.00;1.03;1.09
Kepler-170 c;1;16.66589940;;;;;;;;5483.00;1.04;0.96
Kepler-170 c;1;16.66591630;;;;;;;;5483.00;1.04;0.96
Kepler-170 c;1;;;2.774;;;50.68;;;5573.00;1.00;
Kepler-170 c;1;16.66591162;0.131200;2.720;89.950;0.000000;52.11;;685;5655.00;0.99;1.08
Kepler-170 c;1;16.66591162;;2.730;;;;;;5600.00;1.00;1.03
Kepler-170 c;1;16.66600000;;;;;;;;;0.99;1.08
Kepler-170 c;1;16.66594066;;;;;;;;5483.00;1.04;0.96
Kepler-170 c;1;16.66586300;0.131000;2.860;;;;;;5679.00;1.03;
Kepler-170 c;1;16.66591162;0.131200;2.720;89.950;0.000000;52.11;;685;5655.00;0.99;1.08
Kepler-170 c;1;16.66591162;0.130480;2.720;;;49.60;;;5573.00;0.99;1.07
Kepler-170 c;1;16.66591162;0.131200;2.720;89.950;0.000000;52.11;;685;5655.00;0.99;1.08
Kepler-1700 b;1;234.24073900;;;;;;;;6031.00;1.09;1.12
Kepler-1700 b;1;234.24425700;0.760940;2.884;;;2.20;;;5942.00;1.07;1.07
Kepler-1700 b;1;234.24073900;0.757600;3.410;89.020;0.000000;2.77;;329;5814.00;1.25;1.05
Kepler-1700 b;1;234.24425700;0.801700;3.140;88.810;0.000000;2.99;;335;6299.00;1.17;1.25
Kepler-1700 b;1;234.23900000;;2.901;;;;;;6031.00;1.09;1.12
Kepler-1700 b;1;234.24425700;0.801700;3.140;88.810;0.000000;2.99;;335;6299.00;1.17;1.25
Kepler-1700 b;1;234.24231655;;;;;;;;6031.00;1.09;1.12
Kepler-1700 b;1;234.24425700;0.801700;3.140;88.810;0.000000;2.99;;335;6299.00;1.17;1.25
Kepler-1701 b;1;169.13345500;0.568900;1.990;89.950;0.000000;1.41;;278;5380.00;0.78;0.86
Kepler-1701 b;1;169.13399905;;;;;;;;5146.00;0.84;0.87
Kepler-1701 b;1;169.13345500;0.573800;2.008;;;1.30;;;5253.00;0.79;0.88
Kepler-1701 b;1;169.13505600;;;;;;;;5146.00;0.84;0.87
Kepler-1701 b;1;169.13505600;0.560800;2.210;89.570;0.000000;1.31;;273;5171.00;0.80;0.82
Kepler-1701 b;1;169.13345500;0.568900;1.990;89.950;0.000000;1.41;;278;5380.00;0.78;0.86
Kepler-1701 b;1;169.13400000;;2.222;;;;;;5146.00;0.84;0.87
Kepler-1701 b;1;169.13345500;0.568900;1.990;89.950;0.000000;1.41;;278;5380.00;0.78;0.86
Kepler-1702 b;1;18.50108980;0.127500;1.620;88.720;0.000000;22.40;;555;5242.00;0.73;0.81
Kepler-1702 b;1;18.50101970;0.128100;1.560;89.950;0.000000;22.81;;557;5243.00;0.74;0.83
Kepler-1702 b;1;18.50120000;;1.602;;;;;;5093.00;0.73;0.85
Kepler-1702 b;1;18.50101970;0.128100;1.560;89.950;0.000000;22.81;;557;5243.00;0.74;0.83
Kepler-1702 b;1;18.50108980;;;;;;;;5093.00;0.73;0.85
Kepler-1702 b;1;18.50101970;0.128100;1.560;89.950;0.000000;22.81;;557;5243.00;0.74;0.83
Kepler-1704 b;1;988.88111770;2.071770;11.441;;;0.60;;;5804.00;1.64;1.21
Kepler-1704 b;1;988.88111770;2.009100;10.810;89.950;0.000000;0.58;;223;5755.00;1.55;1.10
Kepler-1704 b;1;988.88111770;2.009100;10.810;89.950;0.000000;0.58;;223;5755.00;1.55;1.10
Kepler-1704 b;1;988.88112000;2.027000;11.949;89.000;0.920000;0.34;190.000;254;5746.00;1.70;1.13
Kepler-1704 b;1;988.88111770;;;;;;;;5725.02;1.73;1.02
Kepler-1704 b;1;600.00000000;1.467000;10.400;89.950;0.000000;;;258;5757.00;1.52;1.17
Kepler-1705 b;1;9.03502000;;2.030;88.790;0.033000;;;;6312.00;1.26;1.14
Kepler-1705 b;1;9.01947140;0.080000;1.070;88.810;0.000000;91.74;;789;5775.00;0.77;0.84
Kepler-1705 b;1;9.01947140;0.080000;1.070;88.810;0.000000;91.74;;789;5775.00;0.77;0.84
Kepler-1705 b;1;9.01947140;;;;;;;;6362.00;1.29;1.27
Kepler-1705 c;1;11.28000000;;2.050;88.890;0.028000;;;;6312.00;1.26;1.14
Kepler-1708 b;1;737.11310000;1.640000;9.960;;0.400000;0.56;;;6157.00;1.12;1.09
Kepler-1709 b;1;65.70460002;0.325100;2.570;89.950;0.000000;10.02;;454;5952.00;0.97;1.06
Kepler-1709 b;1;65.70460002;0.325100;2.570;89.950;0.000000;10.02;;454;5952.00;0.97;1.06
Kepler-1709 b;1;65.70462000;0.327000;3.320;88.810;0.000000;;;469;5952.00;1.04;1.08
Kepler-1709 b;1;65.70454870;;;;;;;;5789.91;1.14;1.04
Kepler-1709 b;1;65.70460002;0.325100;2.570;89.950;0.000000;10.02;;454;5952.00;0.97;1.06
Kepler-1709 b;1;65.70460002;0.327040;2.821;;;11.70;;;5923.00;1.06;1.08
Kepler-1709 b;1;65.70452750;0.319200;2.780;89.680;0.000000;11.72;;472;5918.00;1.04;1.00
Kepler-1709 b;1;65.70459747;;3.124;;;;;;5918.00;1.04;1.00
Kepler-1709 b;1;65.70452750;;;;;;;;5789.91;1.14;1.04
Kepler-171 b;1;4.16696217;;3.200;;;;;;5949.00;1.09;1.07
Kepler-171 b;1;4.16695783;;;;;;;;5521.00;1.00;0.97
Kepler-171 b;1;4.16696217;0.049100;2.440;89.380;0.000000;259.58;;1024;5641.00;0.83;0.91
Kepler-171 b;1;4.16696628;0.049200;2.740;89.890;0.000000;291.34;;1053;5456.00;0.94;0.91
Kepler-171 b;1;4.16697200;0.050000;2.340;;;;;;5642.00;0.84;
Kepler-171 b;1;4.16696217;0.049100;2.440;89.380;0.000000;259.58;;1024;5641.00;0.83;0.91
Kepler-171 b;1;4.16693700;0.050000;2.270;89.380;0.000000;;;1012;5632.00;0.83;0.93
Kepler-171 b;1;4.16696961;;;;;;;;5521.00;1.00;0.97
Kepler-171 b;1;;;2.723;;;304.18;;;5529.00;0.94;
Kepler-171 b;1;4.16696628;;;;;;;;5521.00;1.00;0.97
Kepler-171 b;1;4.16696217;0.049100;2.440;89.380;0.000000;259.58;;1024;5641.00;0.83;0.91
Kepler-171 b;1;4.16696217;0.050350;2.711;;;280.80;;;5529.00;0.92;0.98
Kepler-171 c;1;11.46347360;0.098820;2.923;;;72.90;;;5529.00;0.92;0.98
Kepler-171 c;1;11.46352700;0.097000;2.800;88.240;0.000000;;;727;5632.00;0.83;0.93
Kepler-171 c;1;11.46347165;0.096600;3.000;89.830;0.000000;75.57;;752;5456.00;0.94;0.91
Kepler-171 c;1;;;2.980;;;78.91;;;5529.00;0.94;
Kepler-171 c;1;11.46347165;;;;;;;;5521.00;1.00;0.97
Kepler-171 c;1;11.46347360;0.096300;2.640;89.950;0.000000;67.48;;731;5641.00;0.83;0.91
Kepler-171 c;1;11.46344672;;;;;;;;5521.00;1.00;0.97
Kepler-171 c;1;11.46347335;;;;;;;;5521.00;1.00;0.97
Kepler-171 c;1;11.46346200;0.098000;2.560;;;;;;5642.00;0.84;
Kepler-171 c;1;11.46347360;;3.440;;;;;;5949.00;1.09;1.07
Kepler-171 c;1;11.46347360;0.096300;2.640;89.950;0.000000;67.48;;731;5641.00;0.83;0.91
Kepler-171 c;1;11.46347360;0.096300;2.640;89.950;0.000000;67.48;;731;5641.00;0.83;0.91
Kepler-171 d;1;39.60340000;;;;;;;;5521.00;1.00;0.97
Kepler-171 d;1;39.59551900;0.223000;1.890;;;;;;5642.00;0.84;
Kepler-171 d;1;39.60275510;;2.360;;;;;;5949.00;1.09;1.07
Kepler-171 d;1;39.60275510;0.220200;1.840;89.380;0.000000;12.91;;483;5641.00;0.83;0.91
Kepler-171 d;1;39.60662934;;;;;;;;5521.00;1.00;0.97
Kepler-171 d;1;39.60275510;0.225830;2.045;;;14.00;;;5529.00;0.92;0.98
Kepler-171 d;1;39.59492000;0.222000;1.940;89.380;0.000000;;;480;5632.00;0.83;0.93
Kepler-171 d;1;;;2.204;;;15.10;;;5529.00;0.94;
Kepler-171 d;1;39.60275510;0.220200;1.840;89.380;0.000000;12.91;;483;5641.00;0.83;0.91
Kepler-171 d;1;39.60275510;0.220200;1.840;89.380;0.000000;12.91;;483;5641.00;0.83;0.91
Kepler-171 d;1;39.60340000;0.220800;2.220;89.800;0.000000;14.47;;497;5456.00;0.94;0.91
Kepler-171 d;1;39.59686550;;;;;;;;5521.00;1.00;0.97
Kepler-1710 b;1;14.91094205;0.116700;2.540;89.950;0.000000;49.29;;676;5653.00;0.86;0.95
Kepler-1710 b;1;14.91095504;;;;;;;;5572.00;0.91;0.98
Kepler-1710 b;1;14.91094205;0.115769;2.587;;0.000000;;952;;;;0.93
Kepler-1710 b;1;14.91110039;;3.197;;;;;;5650.00;0.90;0.93
Kepler-1710 b;1;14.91094205;0.116700;2.540;89.950;0.000000;49.29;;676;5653.00;0.86;0.95
Kepler-1710 b;1;14.91094205;0.115830;2.587;;;48.90;;;5565.00;0.87;0.93
Kepler-1710 b;1;14.91075500;0.115000;2.950;88.810;0.000000;;;703;5531.00;0.95;0.91
Kepler-1710 b;1;14.91095177;;;;;;;;5572.00;0.91;0.98
Kepler-1710 b;1;14.91095177;0.115900;2.620;89.980;0.000000;54.87;;694;5650.00;0.90;0.93
Kepler-1710 b;1;14.91094205;0.116700;2.540;89.950;0.000000;49.29;;676;5653.00;0.86;0.95
Kepler-1711 b;1;21.06080055;;1.923;;;;;;5706.00;1.03;0.94
Kepler-1711 b;1;21.06075303;;;;;;;;5745.26;1.09;
Kepler-1711 b;1;21.06075647;0.146700;1.940;88.810;0.000000;52.10;;685;5757.00;1.07;0.95
Kepler-1711 b;1;21.06075647;0.146700;1.940;88.810;0.000000;52.10;;685;5757.00;1.07;0.95
Kepler-1711 b;1;21.06070720;;;;;;;;5745.26;1.09;
Kepler-1711 b;1;21.06075303;0.146300;1.780;89.670;0.000000;47.39;;669;5706.00;1.03;0.94
Kepler-1711 b;1;21.06046000;0.149000;1.840;89.950;0.000000;;;678;5758.00;1.06;1.00
Kepler-1711 b;1;21.06075647;0.146700;1.940;88.810;0.000000;52.10;;685;5757.00;1.07;0.95
Kepler-1712 b;1;13.81505800;0.091000;1.940;87.660;0.000000;;;413;3954.00;0.51;0.53
Kepler-1712 b;1;13.81504449;;;;;;;;3833.00;0.58;0.57
Kepler-1712 b;1;13.81505213;0.090100;1.990;87.660;0.000000;5.18;;385;3741.00;0.49;0.51
Kepler-1712 b;1;13.81505985;;;;;;;;3833.00;0.58;0.57
Kepler-1712 b;1;13.81505213;0.090100;1.990;87.660;0.000000;5.18;;385;3741.00;0.49;0.51
Kepler-1712 b;1;13.81504449;0.090300;1.910;88.060;0.000000;5.52;;391;3732.00;0.51;0.52
Kepler-1712 b;1;13.81505213;0.090100;1.990;87.660;0.000000;5.18;;385;3741.00;0.49;0.51
Kepler-1712 b;1;13.81499958;;2.284;;;;;;3732.00;0.51;0.52
Kepler-1713 b;1;18.01167665;0.147400;1.750;84.220;0.000000;150.48;;893;6463.00;1.45;1.32
Kepler-1713 b;1;18.01167665;0.147400;1.750;84.220;0.000000;150.48;;893;6463.00;1.45;1.32
Kepler-1713 b;1;18.01162316;;;;;;;;6334.80;1.45;1.25
Kepler-1713 b;1;18.01167665;0.141850;1.728;;;144.30;;;6302.00;1.43;1.17
Kepler-1713 b;1;18.01167665;0.147400;1.750;84.220;0.000000;150.48;;893;6463.00;1.45;1.32
Kepler-1713 b;1;18.01134000;0.145000;1.470;86.520;0.000000;;;826;6364.00;1.26;1.24
Kepler-1713 b;1;18.01164974;0.146900;1.830;83.740;0.000000;155.37;;900;6477.00;1.46;1.30
Kepler-1713 b;1;18.01164974;;;;;;;;6334.80;1.45;1.25
Kepler-1713 b;1;18.01160049;;1.717;;;;;;6477.00;1.46;1.30
Kepler-1714 b;1;10.27531708;0.105500;3.170;87.090;0.000000;522.13;;1219;6174.00;2.11;1.49
Kepler-1714 b;1;10.27532513;;;;;;;;6088.22;2.16;1.14
Kepler-1714 b;1;10.27539400;0.104000;3.120;84.800;0.000000;;;1163;6088.00;1.95;1.41
Kepler-1714 b;1;10.27531708;0.105500;3.170;87.090;0.000000;522.13;;1219;6174.00;2.11;1.49
Kepler-1714 b;1;10.27531708;0.105490;3.066;;;504.30;;;6221.00;2.04;1.48
Kepler-1714 b;1;10.27532513;0.104700;3.040;88.490;0.000000;508.21;;1211;6150.00;2.09;1.45
Kepler-1714 b;1;10.27530003;;3.264;;;;;;6150.00;2.09;1.45
Kepler-1714 b;1;10.27531321;;;;;;;;6088.22;2.16;1.14
Kepler-1714 b;1;10.27531708;0.105500;3.170;87.090;0.000000;522.13;;1219;6174.00;2.11;1.49
Kepler-1715 b;1;35.59713982;0.219300;2.980;88.810;0.000000;33.49;;613;6210.00;1.10;1.11
Kepler-1715 b;1;35.59713982;0.219300;2.980;88.810;0.000000;33.49;;613;6210.00;1.10;1.11
Kepler-1715 b;1;35.59730148;;4.140;;;;;;6212.00;1.21;1.08
Kepler-1715 b;1;35.59696840;;;;;;;;6033.33;1.48;1.12
Kepler-1715 b;1;35.59696840;0.217800;3.720;87.510;0.000000;41.06;;646;6212.00;1.21;1.08
Kepler-1715 b;1;35.59743000;0.227000;3.150;89.380;0.000000;;;643;6323.00;1.21;1.23
Kepler-1715 b;1;35.59718657;;;;;;;;6033.33;1.48;1.12
Kepler-1715 b;1;35.59713982;0.224290;3.798;;;53.00;;;6237.00;1.40;1.19
Kepler-1715 b;1;35.59713982;0.219300;2.980;88.810;0.000000;33.49;;613;6210.00;1.10;1.11
Kepler-1716 b;1;35.58355458;0.185500;2.300;89.380;0.000000;6.22;;403;4741.00;0.69;0.67
Kepler-1716 b;1;35.58059621;;;;;;;;4813.46;0.70;0.78
Kepler-1716 b;1;35.58355458;0.188360;2.277;;;6.30;;;4816.00;0.68;0.70
Kepler-1716 b;1;35.58349688;;;;;;;;4813.46;0.70;0.78
Kepler-1716 b;1;35.58355458;0.185500;2.300;89.380;0.000000;6.22;;403;4741.00;0.69;0.67
Kepler-1716 b;1;35.58349688;0.191600;2.030;90.000;0.000000;6.54;;408;4894.00;0.68;0.75
Kepler-1716 b;1;35.58355458;0.185500;2.300;89.380;0.000000;6.22;;403;4741.00;0.69;0.67
Kepler-1716 b;1;35.58944000;0.188000;2.140;89.380;0.000000;;;392;4789.00;0.65;0.70
Kepler-1716 b;1;35.58100128;;2.425;;;;;;4894.00;0.68;0.75
Kepler-1717 b;1;30.65279961;;2.989;;;;;;6200.00;1.64;1.16
Kepler-1717 b;1;30.65293730;0.210100;2.380;89.950;0.000000;83.32;;771;6823.00;1.38;1.32
Kepler-1717 b;1;30.65289350;;;;;;;;6591.89;1.52;1.37
Kepler-1717 b;1;30.65293730;0.210100;2.380;89.950;0.000000;83.32;;771;6823.00;1.38;1.32
Kepler-1717 b;1;30.65289350;0.201400;2.860;88.890;0.000000;87.69;;780;6200.00;1.64;1.16
Kepler-1717 b;1;30.65299127;;;;;;;;6591.89;1.52;1.37
Kepler-1717 b;1;30.65268000;0.211000;2.300;88.810;0.000000;;;751;6858.00;1.30;1.33
Kepler-1717 b;1;30.65293730;0.210100;2.380;89.950;0.000000;83.32;;771;6823.00;1.38;1.32
Kepler-1718 b;1;135.18800350;;2.569;;;;;;5731.00;0.91;0.85
Kepler-1718 b;1;135.18805549;;;;;;;;5839.24;0.93;1.05
Kepler-1718 b;1;135.18799340;0.487800;2.320;89.990;0.000000;3.33;;345;5731.00;0.91;0.85
Kepler-1718 b;1;135.18782340;0.475600;2.500;89.950;0.000000;4.12;;363;5712.00;0.99;0.78
Kepler-1718 b;1;135.18782340;0.475600;2.500;89.950;0.000000;4.12;;363;5712.00;0.99;0.78
Kepler-1718 b;1;135.18782340;0.484180;2.375;;;3.70;;;5738.00;0.94;0.83
Kepler-1718 b;1;135.18799340;;;;;;;;5839.24;0.93;1.05
Kepler-1718 b;1;135.18782340;0.475600;2.500;89.950;0.000000;4.12;;363;5712.00;0.99;0.78
Kepler-1718 b;1;135.18980000;0.487000;2.520;89.380;0.000000;;;344;5714.00;0.91;0.84
Kepler-1719 b;1;6.14936200;0.068000;3.010;87.090;0.000000;;;1214;5707.00;1.58;1.09
Kepler-1719 b;1;6.14955931;;;;;;;;5752.63;1.84;1.03
Kepler-1719 b;1;6.14955997;;3.950;;;;;;5687.00;1.77;1.08
Kepler-1719 b;1;6.14955931;0.067400;3.260;87.370;0.000000;649.26;;1287;5687.00;1.77;1.08
Kepler-1719 b;1;6.14955299;0.067400;3.470;84.800;0.000000;649.26;;1287;5687.00;1.77;1.08
Kepler-1719 b;1;6.14955299;0.067400;3.470;84.800;0.000000;649.26;;1287;5687.00;1.77;1.08
Kepler-1719 b;1;6.14955299;0.068680;3.522;;;686.90;;;5781.00;1.80;1.14
Kepler-1719 b;1;6.14955299;0.067400;3.470;84.800;0.000000;649.26;;1287;5687.00;1.77;1.08
Kepler-1719 b;1;6.14956575;;;;;;;;5752.63;1.84;1.03
Kepler-172 b;1;2.94030411;0.038900;2.210;89.950;0.000000;582.69;;1253;5583.00;1.01;0.90
Kepler-172 b;1;2.94028478;;;;;;;;5429.00;1.09;0.95
Kepler-172 b;1;2.94030900;0.040000;2.350;;;;;;5526.00;1.08;
Kepler-172 b;1;2.94032100;0.038000;2.300;82.510;0.000000;;;1236;5540.00;0.97;0.85
